FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,wkb_geometry
trafiktaelling.224,676,Sundbyvestervej,øst for Irlandsvej,42 eller 45,3,Andre faste tællinger,2002,"5,3",2300,2600,1271,,1300,1600,,,,,,,,,,,20140520,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MliK2wfGEJ.pdf,5.30000019,,16,,,,POINT (12.60629785605199 55.64592089814808)
trafiktaelling.225,677,Frederiksborgvej,syd for Bispebjerg Torv,122 eller 125,3,Andre faste tællinger,4900,"5,3",5700,6400,2300,1,2400,2800,,,,,,,,,,,20130528,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lZzFoeV5Dp.pdf,5.30000019,1,85,,,,POINT (12.531235914255294 55.71532553515471)
trafiktaelling.226,678,Lersø Parkallé,syd for Tuborgvej,173,3,Andre faste tællinger,7547,"2,6",8800,9900,2239,,2300,2700,,,,,,,,,,,20150415,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5urYyqy0NV.pdf,2.5999999,,67,,,,POINT (12.543201026655272 55.71936572425794)
trafiktaelling.227,679,Tagensvej,syd for Bispebjerg Torv,254 eller 257,3,Andre faste tællinger,5523,"7,0",6500,7200,2822,"1,3",2900,3400,,,,,,,,,,,20161005,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/HAdOlR89HD.pdf,7,1.29999995,58,,,,POINT (12.532071522796448 55.715896222547386)
trafiktaelling.228,680,Utterslevvej,nord for Hareskovvej,11,3,Andre faste tællinger,8313,"1,5",9700,10900,2334,"1,8",2400,2800,,,,,,,,,,,20150520,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AKxkiDKxR9.pdf,1.5,1.79999995,70,,,,POINT (12.514893196195628 55.70788398818873)
trafiktaelling.229,681,Carl Jacobsens Vej,vest for Bjørnsonsvej,ingen,3,Andre faste tællinger,3000,"6,8",3500,3900,1300,,1300,1600,,,,,,,,,,,20110414,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/m5hoBjKXXo.pdf,6.80000019,,61,,,,POINT (12.523650717107431 55.65285505502165)
trafiktaelling.230,682,Enghave Plads,Mellem Haderslevgade og Enghavevej,18,3,Andre faste tællinger,,,,,4400,"4,0",4500,5400,,,,,,,,,,,20140917,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/25e6iebZUV.pdf,,4,,,,,POINT (12.54497700200651 55.667422795221945)
trafiktaelling.231,683,Scandiagade,nordøst for Sydhavnsgade,18,3,Andre faste tællinger,20393,"6,1",23900,26700,762,"1,7",800,900,,,,,,,,,,,20160927,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hl3wVwps6S.pdf,6.0999999,1.70000005,995,,,,POINT (12.540496972589725 55.651970939825276)
trafiktaelling.232,684,Vester Fælledvej,nord for Ny Carlsberg Vej,58,3,Andre faste tællinger,8055,"2,0",9400,10600,4148,"4,1",4300,5100,,,,,,,,,,,20171005,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hFW4ItD4jy.pdf,2,4.0999999,142,,,,POINT (12.539487487885175 55.666979939762044)
trafiktaelling.233,685,Bellmannsgade,øst for Vennemindevej,4,3,Andre faste tællinger,3588,"6,8",4200,4700,1586,,1600,1900,,,,,,,,,,,20160519,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/tgqNMWku5G.pdf,6.80000019,,30,,,,POINT (12.568826028418368 55.71450737748295)
trafiktaelling.234,686,Emdrupvej,vest for Strødamsvej,3 eller 6,3,Andre faste tællinger,3285,"2,9",3800,4300,1745,"1,9",1800,2100,,,,,,,,,,,20160420,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/cE2Ha2Xh4S.pdf,2.9000001,1.89999998,35,,,,POINT (12.555746125025516 55.718618467996556)
trafiktaelling.235,687,Strandøre,øst for Strandvejen,2,3,Andre faste tællinger,13331,"8,5",15600,17500,2458,"2,4",2500,3000,,,,,,,,,,,20170831,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/PmJ2Hcw8AD.pdf,8.5,2.4000001,1034,,,,POINT (12.578373442492405 55.72126570698398)
trafiktaelling.236,688,Amager Fælledvej,nord for Amager Boulevard,15,3,Andre faste tællinger,6295,"7,5",7400,8200,5823,"2,8",6000,7100,,,,,,,,,,,20170523,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Duezeg4cIF.pdf,7.5,2.79999995,442,,,,POINT (12.595226988684232 55.667020452809425)
trafiktaelling.237,689,Backersvej,syd for Greisvej,169 eller 154,3,Andre faste tællinger,3927,"5,4",4600,5100,620,,600,800,,,,,,,,,,,20170608,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YnA0isD4hU.pdf,5.4000001,,40,,,,POINT (12.628440873222859 55.64618996210789)
trafiktaelling.238,691,Kløvermarksvej,øst for Raffinaderivej,70,3,Andre faste tællinger,7367,"12,2",8600,9700,881,"5,1",900,1100,,,,,,,,,,,20170508,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xKEyO8BJjG.pdf,12.19999981,5.0999999,822,,,,POINT (12.616845667447091 55.675888554488694)
trafiktaelling.239,692,Hedegårdsvej,vest for Engvej,34 eller 35,3,Andre faste tællinger,2563,"3,4",3000,3400,620,,600,800,,,,,,,,,,,20170503,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lVq1xCCkv2.pdf,3.4000001,,38,,,,POINT (12.635192471165215 55.64530091874359)
trafiktaelling.240,695,Hyltebro,sydvest for Nørrebrogade,3 eller 4,3,Andre faste tællinger,6000,"5,8",7000,7900,1500,"1,5",1500,1800,,,,,,,,,,,20120913,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ADH3rn4IKO.pdf,5.80000019,1.5,142,,,,POINT (12.538803866634439 55.70024300877577)
trafiktaelling.241,696,Storegårdsvej,nordøst for Frederikssundsvej,2,3,Andre faste tællinger,6686,"3,2",7800,8800,708,"2,5",700,900,,,,,,,,,,,20180523,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/AngdhRmEGS.pdf,3.20000005,2.5,75,,,,POINT (12.473736461580161 55.71213509764788)
trafiktaelling.242,697,Bernstorffgade,nord for Kalvebod Brygge,33,3,Andre faste tællinger,16373,"8,1",19200,21400,2383,"2,0",2500,2900,,,,,,,,,,,20180912,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/7DnAxpszMZ.pdf,8.10000038,2,668,,,,POINT (12.571458370335046 55.668829873235374)
trafiktaelling.243,698,Islands Brygge,nord for Drechelsgade,36,3,Andre faste tællinger,2613,"4,6",3100,3400,1613,,1700,2000,,,,,,,,,,,20140603,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ESguQ5CZKH.pdf,4.5999999,,92,,,,POINT (12.56777880564525 55.65887915773498)
trafiktaelling.244,699,Vejlands Allé,ø.f. Artillerivej,,3,Andre faste tællinger,23016,"6,2",26900,30200,0,,0,0,,,,,,,,,,,20170531,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UPA2A3X7n3.pdf,6.19999981,,861,,,,POINT (12.564373702785732 55.64154706727574)
trafiktaelling.245,700,Vejlands Allé,vest for Amagerbrogade,7,3,Andre faste tællinger,4723,"4,8",5500,6200,740,,800,900,,,,,,,,,,,20140520,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RuPfqWZW8g.pdf,4.80000019,,69,,,,POINT (12.61500485622894 55.643691853166416)
trafiktaelling.246,702,Sankt Annæ Plads,øst for Amaliegade,15 eller 18,3,Andre faste tællinger,2074,,2400,2700,2070,,2100,2500,,,,,,,,,,,20170613,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hjFo4yhgVT.pdf,,,0,,,,POINT (12.592040660012517 55.681512817231706)
trafiktaelling.247,703,Annexstræde,syd for Valby langgade,10 eller 27,3,Andre faste tællinger,5440,"2,1",6400,7100,3561,"2,7",3700,4300,,,,,,,,,,,20180514,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MhP6PvIWSS.pdf,2.0999999,2.70000005,94,,,,POINT (12.511519369127251 55.66555311104345)
trafiktaelling.248,704,Borgbjergvej,sydvest for Sydhavnsgade,3 eller 10,3,Andre faste tællinger,4644,"9,5",5400,6100,2710,,2800,3300,,,,,,,,,,,20160927,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yAc9pyD8ZD.pdf,9.5,,103,,,,POINT (12.538421609465432 55.65241624728098)
trafiktaelling.249,705,Glasvej,sydvest for Frederiksborgvej,28,3,Andre faste tællinger,3810,"0,8",4500,5000,1385,,1400,1700,,,,,,,,,,,20150527,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qB5mXwk5zk.pdf,0.80000001,,27,,,,POINT (12.531323367163948 55.704774374422136)
trafiktaelling.250,706,Sejrøgade,øst for Lyngbyvej,4 eller 5,3,Andre faste tællinger,5127,"7,3",6000,6700,3502,"3,1",3600,4300,,,,,,,,,,,20180524,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ESJLUSgB9l.pdf,7.30000019,3.0999999,84,,,,POINT (12.561919517394564 55.71013117520842)
trafiktaelling.251,708,Øresundsmotorvejen,ved bro syd for Ørestad Station,,1,Kommunegrænsen,60297,"6,3",70500,79000,0,"0,0",0,0,,,,,,,,,,,20180530,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/d4aII3LlfC.pdf,6.30000019,0,3368,,,,POINT (12.578095025128487 55.62799493805549)
trafiktaelling.252,710,Marbjergvej,syd for Frederikssundsvej,2,3,Andre faste tællinger,6427,"1,4",7500,8400,1828,"1,6",1900,2200,,,,,,,,,,,20180523,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OsX7fknRmh.pdf,1.39999998,1.60000002,66,,,,POINT (12.468043099475016 55.71263450395382)
trafiktaelling.253,711,Kongelundsvej,nord for Kommunegrænsen,158,100,Øvrige tællinger,6400,"4,1",7500,8400,1500,,1500,1800,,,,,,,,,,,20090917,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/USkBgNqxAc.pdf,4.0999999,,118,,,,POINT (12.587616104484276 55.63027879945794)
trafiktaelling.254,713,Søndre Fasanvej,syd for Roskildevej,40,3,Andre faste tællinger,12300,"4,8",14400,16100,4500,"0,7",4600,5500,,,,,,,,,,,20110505,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gdFJsTgkMM.pdf,4.80000019,0.69999999,239,,,,POINT (12.518026268927363 55.67151949576916)
trafiktaelling.255,716,Rovsingsgade,nordøst for Tagensvej,,3,Andre faste tællinger,9200,"5,4",10800,12100,5200,"2,5",5400,6300,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fFE38IitaJ.pdf,5.4000001,2.5,,,,,POINT (12.545730636616293 55.705145123139445)
trafiktaelling.256,717,Kalkbrænderihavnsgade,nord for Indiakaj,,2,Søsnittet,18569,"5,6",21700,24300,4247,"3,0",4400,5200,,,,,,,,,,,20180911,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/iginU5CZoa.pdf,5.5999999,3,760,,,,POINT (12.593705328086891 55.69622391614255)
trafiktaelling.257,723,Frederikssundsvej,vest for Hulgårdsvej,83C,3,Andre faste tællinger,14765,"5,5",17300,19300,5457,"1,2",5600,6700,,,,,,,,,,,20150507,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/1riO2hQSrW.pdf,5.5,1.20000005,177,,,,POINT (12.518858573054032 55.706377954644395)
trafiktaelling.258,724,Gyldenløvesgade,sydøst for Nørre Søgade,21,3,Andre faste tællinger,45242,"3,6",52900,59300,20875,"1,3",21500,25500,,,,,,,,,,,20150922,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jmtV7m6x8j.pdf,3.5999999,1.29999995,886,,,,POINT (12.561195760549646 55.68074421479271)
trafiktaelling.259,725,Tagensvej,sydøst for Rovsinggade,126,100,Øvrige tællinger,16989,"3,4",19900,22300,7394,"1,5",7600,9000,,,,,,,,,,,20161004,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rf0nEfFb0R.pdf,3.4000001,1.5,226,,,,POINT (12.545798128449192 55.70442335342108)
trafiktaelling.260,726,Bernstorffgade,nord for Tietgensbro,24,3,Andre faste tællinger,17189,"12,7",20100,22500,4690,"2,3",4800,5700,,,,,,,,,,,20180912,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/M94RpcaZav.pdf,12.69999981,2.29999995,623,,,,POINT (12.567483813255741 55.672022904184544)
trafiktaelling.261,731,Øster Voldgade,nord for Sølvgade,8,3,Andre faste tællinger,9400,"8,6",11000,12300,3900,"1,5",4000,4800,,,,,,,,,,,20090929,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/KjmHymUJ02.pdf,8.60000038,1.5,,,,,POINT (12.580095539134035 55.68828869168699)
trafiktaelling.262,733,Amagermotorvejen,vestlige ben,,3,Andre faste tællinger,31146,"4,7",36400,40800,0,,0,0,,,,,,,,,,,20170531,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/A2fAt5Kln3.pdf,4.69999981,,1199,,,,POINT (12.554168569232703 55.64037262493157)
trafiktaelling.263,734,Amagermotorvejen,østlige ben,,3,Andre faste tællinger,18887,"7,3",22100,24700,0,,0,0,,,,,,,,,,,20170531,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CrmYQCt0AO.pdf,7.30000019,,1313,,,,POINT (12.558556431545956 55.64063077753642)
trafiktaelling.264,736,Vejlands Allé,mellem motorvejsgrenene,,100,Øvrige tællinger,13277,"7,3",15500,17400,0,,0,0,,,,,,,,,,,20170531,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/dDCOxXNPCh.pdf,7.30000019,,537,,,,POINT (12.556226696133486 55.640890025857736)
trafiktaelling.265,737,Vejlands Allé,vest for Artillerivej,,100,Øvrige tællinger,32499,"7,2",38000,42600,0,,0,0,,,,,,,,,,,20170531,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/35SuaGKCxg.pdf,7.19999981,,1833,,,,POINT (12.56266854640929 55.64148134574375)
trafiktaelling.266,738,Center Boulevard,syd for vejlands Allé,,3,Andre faste tællinger,8621,"6,8",10100,11300,1381,"1,4",1400,1700,,,,,,,,,,,20160503,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/tABOwOpJpl.pdf,6.80000019,1.39999998,171,,,,POINT (12.57541099599852 55.63954840733062)
trafiktaelling.267,739,Klaksvigsgade,syd for Amager Boulevard,2,3,Andre faste tællinger,5988,"5,8",7000,7800,3504,,3600,4300,,,,,,,,,,,20140410,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZofkeNXPsP.pdf,5.80000019,,53,,,,POINT (12.58172954609748 55.66805700479699)
trafiktaelling.268,746,Ørestads Boulevard,syd for C. F. Møllers Allé,57 G,3,Andre faste tællinger,1000,"2,8",1200,1300,100,,100,100,,,,,,,,,,,20100511,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/v4wzfTA19O.pdf,2.79999995,,16,,,,POINT (12.581137487244343 55.63441928678999)
trafiktaelling.269,750,Italiensvej,mellem Kastrupvej og Backersvej,1,3,Andre faste tællinger,2092,"1,7",2400,2700,1858,,1900,2300,,,,,,,,,,,20140522,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/SK6Tk6pLnB.pdf,1.70000005,,31,,,,POINT (12.62087294905934 55.65453520056959)
trafiktaelling.270,751,Teglværksbroen,,,3,Andre faste tællinger,4691,,5500,6100,1896,,2000,2300,,,,,,,,,,,20170601,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/SPGhr30T1F.pdf,,,0,,,,POINT (12.550366602848257 55.647595570233214)
trafiktaelling.371,871,Gyldenløvesgade / Rosenørns Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20111011,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OUNYXeVbWI.pdf,,,,,,,POINT (12.557797292914817 55.68201741725632)
trafiktaelling.271,752,Bagerstræde,nordvest for Vesterbrogade,5,100,Øvrige tællinger,2600,"2,2",3000,3400,3400,,3500,4100,,,,,,,,,,,20130904,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/WCvlytFx33.pdf,2.20000005,,,,,,POINT (12.554639208947052 55.67299911052489)
trafiktaelling.272,753,Langebrogade,nordøst for Langebro,3,100,Øvrige tællinger,1200,1,1400,1600,2100,,2200,2600,,,,,,,,,,,20130918,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kgarYNVr19.pdf,1,,,,,,POINT (12.582258079587767 55.670654077217044)
trafiktaelling.273,754,Værnedamsvej,syd for Tullinsgade,6,100,Øvrige tællinger,1500,"1,2",1800,2000,5300,"4,2",5500,6500,6442,7500,7800,,,,,,,7500,20130502,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UYQJKy46cJ.pdf,1.20000005,4.19999981,,,,,POINT (12.54997708307213 55.67331991668567)
trafiktaelling.274,757,Møllegade,nordøst for Nørrebrogade,10,100,Øvrige tællinger,1270,"0,9",1500,1700,2227,,2300,2700,,,,,,,,,,,20151006,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/cgt3PLvKvH.pdf,0.89999998,,12,,,,POINT (12.556081628245204 55.69091284785694)
trafiktaelling.275,758,Peter Fabers Gade,nordøst for Nørrebrogade,20,100,Øvrige tællinger,800,"1,1",900,1000,2200,"4,4",2300,2700,,,,,,,,,,,20121008,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/H5fsJE4HbB.pdf,1.10000002,4.4000001,,,,,POINT (12.555510462761374 55.69112195571859)
trafiktaelling.276,759,Ægirsgade,nordøst for Nørrebrogade,1,100,Øvrige tællinger,800,"2,4",900,1000,2100,,2200,2600,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Ws9u9xFic7.pdf,2.4000001,,,,,,POINT (12.544532301973394 55.697722351301124)
trafiktaelling.277,760,Baldersgade,nordøst for Nørrebrogade,4,100,Øvrige tællinger,1100,"3,2",1300,1400,400,,400,500,400,500,500,,,,,,,500,20090618,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/tA4StRYrdC.pdf,3.20000005,,,,,,POINT (12.543789118019289 55.6982942283723)
trafiktaelling.278,761,Bragesgade,nordøst for Nørrebrogade,4,100,Øvrige tællinger,1000,"1,5",1200,1300,1000,,1000,1200,1800,2100,2200,,,,,,,2100,20100422,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/H7fg4754ZY.pdf,1.5,,,,,,POINT (12.542795728820279 55.698814658788066)
trafiktaelling.279,762,Elmegade,nordøst for Nørrebrogade,8,100,Øvrige tællinger,1070,"2,6",1300,1400,7107,,7300,8700,,,,,,,,,,,20151006,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rKJQ0IT0lu.pdf,2.5999999,,23,,,,POINT (12.557856959416192 55.68939777364508)
trafiktaelling.280,763,Sortedamdosseringen,nord for Dr. Louises Bro,3 C,100,Øvrige tællinger,1100,"2,3",1300,1400,3900,,4000,4800,900,1100,1100,,,,,,,1100,20090616,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qYQujMnNSR.pdf,2.29999995,,,,,,POINT (12.563115019738303 55.687725911306714)
trafiktaelling.281,764,Baggesensgade,sydøst for Blågårdsgade,13,100,Øvrige tællinger,1300,"3,8",1500,1700,1400,"5,5",1400,1700,,,,,,,,,,,20121011,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/PG4BkweZIB.pdf,3.79999995,5.5,,,,,POINT (12.559521247464929 55.68704277071546)
trafiktaelling.282,765,Stengade,sydvest for Nørrebrogade,2,100,Øvrige tællinger,3160,"9,0",3700,4100,5428,"3,2",5600,6600,,,,,,,,,,,20151006,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/6S9nWaWNI5.pdf,9,3.20000005,,,,,POINT (12.556968935477164 55.688918111425224)
trafiktaelling.283,766,Guldbergsgade,sydøst for Ahornsgade,9,100,Øvrige tællinger,2461,"1,7",2900,3200,5323,"5,5",5500,6500,,,,,,,,,,,20150930,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/DnKbdFdSRq.pdf,1.70000005,5.5,39,,,,POINT (12.559133710038084 55.69116489103006)
trafiktaelling.284,767,Møllegade,nordøst for Poppelgade,26,100,Øvrige tællinger,705,"1,1",800,900,3608,,3700,4400,,,,,,,,,,,20150930,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/2gElgfprEw.pdf,1.10000002,,8,,,,POINT (12.558650695782458 55.69259006402819)
trafiktaelling.285,768,Prinsesse Charlottes Gade,sydøst for Jagtvej,42,100,Øvrige tællinger,1100,"1,7",1300,1400,800,,800,1000,1400,1600,1700,,,,,,,1600,20100420,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ALho07RYWS.pdf,1.70000005,,,,,,POINT (12.550200130045432 55.69468855599899)
trafiktaelling.286,769,Stefansgade,sydvest for Husumgade,35,100,Øvrige tællinger,2800,"1,1",3300,3700,2100,,2200,2600,1500,1800,1800,,,,,,,1800,20100421,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9ngliVrxkf.pdf,1.10000002,,,,,,POINT (12.543006097545227 55.69466140746145)
trafiktaelling.287,770,Esromgade,nord for Hillerødgade,30,100,Øvrige tællinger,800,"1,3",900,1000,300,,300,400,300,400,400,,,,,,,400,20100420,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ix4vjxkrBR.pdf,1.29999995,,,,,,POINT (12.540184719694908 55.69751994349771)
trafiktaelling.288,771,Hillerødgade,vest for Nørrebrogade,2,100,Øvrige tællinger,4700,"1,7",5500,6200,4500,"1,8",4600,5500,,,,,,,,,,,20120918,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lBMSXCgyDr.pdf,1.70000005,1.79999995,,,,,POINT (12.543439094794008 55.6975660015667)
trafiktaelling.289,772,Mimersgade,vest for Hamletsgade,96,100,Øvrige tællinger,11200,"4,1",13100,14700,4500,"1,6",4600,5500,,,,,,,,,,,20090609,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LN0ebnaET4.pdf,4.0999999,1.60000002,,,,,POINT (12.543176705444226 55.70066591405134)
trafiktaelling.290,774,Nannasgade,øst for Bragesgade,23,100,Øvrige tællinger,2400,"2,1",2800,3100,600,,600,700,700,800,800,,,,,,,800,20090611,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qkXjPg3i0B.pdf,2.0999999,,,,,,POINT (12.546325486638654 55.70091247988645)
trafiktaelling.291,775,Mimersgade,vest for Jagtvej,4,100,Øvrige tællinger,1800,"1,8",2100,2400,5300,,5500,6500,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ICL3zL7Ao4.pdf,1.79999995,,,,,,POINT (12.551928783743692 55.697898379062565)
trafiktaelling.292,776,Birkegade,nord for Elmegade,4,100,Øvrige tællinger,200,"3,8",200,300,700,,700,900,500,600,600,,,,,,,600,20090617,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QJOKMCAtzX.pdf,3.79999995,,,,,,POINT (12.558288208738542 55.69007236180831)
trafiktaelling.293,777,Egegade,nordvest for Elmegade,4,100,Øvrige tællinger,200,"5,8",200,300,100,,100,100,200,200,200,,,,,,,200,20090617,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/R9QJYTPsix.pdf,5.80000019,,,,,,POINT (12.559191284336015 55.69035693753038)
trafiktaelling.294,778,Rådmandsgade,nord for Mimersgade,21,100,Øvrige tællinger,1000,"1,7",1200,1300,2000,,2100,2400,1300,1500,1600,,,,,,,1500,20090610,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/m0u90BKfkh.pdf,1.70000005,,,,,,POINT (12.549414939279679 55.699115783767304)
trafiktaelling.295,779,Baldersgade,nord for Nannasgade,51,100,Øvrige tællinger,500,"1,9",600,700,300,,300,400,,,,,,,,,,,20140617,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9zfEsfUj6Y.pdf,1.89999998,,,,,,POINT (12.547144644591436 55.70088306104355)
trafiktaelling.296,789,"Borups Allé","sydøst for Hulgårdsvej","255",100,Øvrige tællinger,40400,"1,9",47300,52900,4400,"0,7",4500,5400,,,,,,,,,,,20120919,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/DmI13omMNT.pdf,1.89999998,0.69999999,,,,,POINT (12.520159815694322 55.70138864515418)
trafiktaelling.297,790,Frederikssundsvej,nordvest for Provstevej,74 A,100,Øvrige tællinger,10700,"7,2",12500,14000,6400,"0,7",6600,7800,,,,,,,,,,,20120919,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pd8X7cYzfP.pdf,7.19999981,0.69999999,,,,,POINT (12.525986826540741 55.70476982425059)
trafiktaelling.298,791,Jagtvej,nordøst for Nørrebrogade,52 A,100,Øvrige tællinger,15700,"3,4",18400,20600,14600,"1,6",15000,17800,,,,,,,,,,,20120918,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MpZ6CwQqUw.pdf,3.4000001,1.60000002,,,,,POINT (12.549345532644908 55.694779246557516)
trafiktaelling.299,792,"Lundtoftegade","nord for Hillerødgade","82",100,Øvrige tællinger,6200,"5,5",7300,8100,2000,"1,1",2100,2400,,,,,,,,,,,20120904,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xa7R2pRwZS.pdf,5.5,1.10000002,,,,,POINT (12.538491847628553 55.697416442245355)
trafiktaelling.300,793,"Lygten","nord for Rentemestervej","39",100,Øvrige tællinger,10100,"4,4",11800,13200,6500,"1,6",6700,7900,,,,,,,,,,,20120919,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TD0mAa4NFu.pdf,4.4000001,1.60000002,,,,,POINT (12.538023999075204 55.70456261200077)
trafiktaelling.301,794,"Mimersgade","øst for Borgmestervangen","118",100,Øvrige tællinger,6300,"2,8",7400,8300,5600,"2,1",5800,6800,,,,,,,,,,,20120913,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8boTeuCT30.pdf,2.79999995,2.0999999,,,,,POINT (12.540029339371193 55.70106223397576)
trafiktaelling.302,795,"Mågevej","sydvest for Ørnevej","52",100,Øvrige tællinger,3200,"0,7",3700,4200,1700,2,1800,2100,,,,,,,,,,,20120919,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UD4tYAEy1A.pdf,0.69999999,2,,,,,POINT (12.527398790046073 55.701779288685515)
trafiktaelling.303,799,"Tomsgårdsvej","nord for Rentemestervej","21",100,Øvrige tællinger,25100,"2,2",29400,32900,3000,"0,8",3100,3700,,,,,,,,,,,20120919,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZQ0XnDiPjr.pdf,2.20000005,0.80000001,,,,,POINT (12.524016059399697 55.708133425256634)
trafiktaelling.304,801,Baldersgade,nord for Mimersgade,44,100,Øvrige tællinger,600,,700,800,,,,,,,,,,,,,,,20100422,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GSf90BefTo.pdf,,,,,,,POINT (12.546322735911813 55.70039088733814)
