FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,wkb_geometry
trafiktaelling.305,802,Bragesgade,nord for Mimersgade,35,100,Øvrige tællinger,800,,900,1000,,,,,,,,,,,,,,,20100422,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/nVM4jQCJ4O.pdf,,,,,,,POINT (12.545309891770726 55.70071568985196)
trafiktaelling.306,803,"Backersvej","syd for Øresundsvej",2,100,Øvrige tællinger,3700,"7,4",4300,4800,2100,"3,8",2200,2600,,,,,,,,,,,20130430,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/EvkWI9AjkA.pdf,7.4000001,3.79999995,,,,,POINT (12.618021896909271 55.660821119620984)
trafiktaelling.307,804,Gasværksvej,nordvest for Istedgade,21,100,Øvrige tællinger,3753,"2,3",4400,4900,7507,"2,8",7700,9200,,,,,,,,,,,20160906,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/iyLhugh4A9.pdf,2.29999995,2.79999995,75,,,,POINT (12.557317927954125 55.67071669155797)
trafiktaelling.308,805,Gasværksvej,sydøst for Istedgade,27,100,Øvrige tællinger,3095,"2,9",3600,4100,7622,"3,1",7900,9300,,,,,,,,,,,20160906,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/p0Pg7nw009.pdf,2.9000001,3.0999999,82,,,,POINT (12.557806885756822 55.67024782653499)
trafiktaelling.309,806,Vestergade,sydvest for Gammeltorv,5,100,Øvrige tællinger,1900,"3,5",2200,2500,4100,,4200,5000,5800,6800,7000,,,,,,,6800,20131030,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/stR3KPtlzK.pdf,3.5,,,,,,POINT (12.57095881136412 55.67795961863189)
trafiktaelling.310,807,Skindergade,nordøst for Gammeltorv,40,100,Øvrige tællinger,1500,"3,5",1800,2000,5200,,5400,6300,4500,5300,5400,,,,,,,5300,20131030,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RzuvjGczkE.pdf,3.5,,,,,,POINT (12.572805026037736 55.67864041029355)
trafiktaelling.311,808,Nørregade,nord for Gammeltorv,4,100,Øvrige tællinger,2300,15,2700,3000,9200,,9500,11200,6600,7700,8000,,,,,,,7700,20131030,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/So60iUYlnY.pdf,15,,,,,,POINT (12.572151700127108 55.678724399098286)
trafiktaelling.312,809,Larslejsstræde,nord for Sankt Peders Stræde,5,100,Øvrige tællinger,900,"1,9",1100,1200,800,,800,1000,1800,2100,2200,,,,,,,2100,20131030,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8EnQcVCknu.pdf,1.89999998,,,,,,POINT (12.56974592238108 55.67976065411429)
trafiktaelling.313,810,Knippelsbrogade,under Knippelsbro,10,100,Øvrige tællinger,100,1,100,100,100,"1,4",100,100,,,,,,,,,,,20130530,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TfVbE6WsCb.pdf,1,1.39999998,,,,,POINT (12.587661852185922 55.67439458920274)
trafiktaelling.314,811,Lipkesgade,nord for Classensgade,20,100,Øvrige tællinger,448,"2,5",500,600,706,"4,2",700,900,,,,,,,,,,,20140923,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0NFHvTQnqg.pdf,2.5,4.19999981,,,,,POINT (12.585210785261298 55.6979919983844)
trafiktaelling.315,812,Niels Hemmingsens Gade,sydøst for Skindergade,23,100,Øvrige tællinger,723,"2,8",800,900,1507,"3,5",1600,1800,,,,,,,,,,,20141001,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CosZZc3xxT.pdf,2.79999995,3.5,,,,,POINT (12.575829410783278 55.68036691086824)
trafiktaelling.316,813,Kristianiagade,sydvest for Bergensgade,6,100,Øvrige tællinger,2500,"1,9",2900,3300,800,"5,8",800,1000,,,,,,,,,,,20130610,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/2dQ9Yvdytc.pdf,1.89999998,5.80000019,,,,,POINT (12.586044166667987 55.693830846693515)
trafiktaelling.317,814,Islands Brygge,sydøst for Sturlasgade,57,100,Øvrige tællinger,4000,"6,3",4700,5200,5000,,5200,6100,,,,,,,,,,,20121002,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0KI7vXwmme.pdf,6.30000019,,,,,,POINT (12.572774314432822 55.663837772464426)
trafiktaelling.318,815,Vendersgade,nordøst for Nansensgade,20,100,Øvrige tællinger,300,"2,5",400,400,6400,,6600,7800,,,,,,,,,,,20120815,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GLGTtej9YG.pdf,2.5,,,,,,POINT (12.566078223786963 55.684903338680776)
trafiktaelling.319,816,Prøvestensbroen,,,100,Øvrige tællinger,1252,"57,9",1500,1600,,,,,,,,,,,,,,,20160815,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/WoHM8ivDYY.pdf,57.90000153,,,,,,POINT (12.63119421238685 55.670850858495946)
trafiktaelling.320,817,Borgmester Christiansens Gade,vest for Louis Pios Gade,31,100,Øvrige tællinger,2800,"15,3",3300,3700,1500,,1500,1800,,,,,,,,,,,20120524,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gflcHpXIJK.pdf,15.30000019,,,,,,POINT (12.533752890667518 55.64928536301202)
trafiktaelling.321,818,Stubmøllevej,øst for Grønrisvej,35,100,Øvrige tællinger,3200,6,3700,4200,1000,,1000,1200,,,,,,,,,,,20120524,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/DRxIpAiNIv.pdf,6,,,,,,POINT (12.522667713530236 55.649620365828596)
trafiktaelling.322,819,Herman Bangs Plads,vest for Herman Bangs Plads,3,100,Øvrige tællinger,200,4,200,300,200,,200,200,,,,,,,,,,,20120109,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hwKgveQMeQ.pdf,4,,,,,,POINT (12.503340180003141 55.667270334459104)
trafiktaelling.323,820,Vilhelm Topsøes Vej,øst for Herman Bangs Plads,,100,Øvrige tællinger,200,"4,5",200,300,200,,200,200,,,,,,,,,,,20120109,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Wc8rOFbaWr.pdf,4.5,,,,,,POINT (12.503752237886923 55.667269280376786)
trafiktaelling.324,821,Hjalmar Bergstrøms Vej,nord for Valby Langgade,1,100,Øvrige tællinger,300,0,400,400,100,,100,100,,,,,,,,,,,20120109,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/u3lJLdRzlb.pdf,0,,,,,,POINT (12.50200706647201 55.66760229280592)
trafiktaelling.325,822,Ole Borchs Vej,nordøst for Vigerslev Allé,9,100,Øvrige tællinger,400,"3,1",500,500,600,,600,700,,,,,,,,,,,20120620,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Dm3cpQrV0Q.pdf,3.0999999,,,,,,POINT (12.498332092647008 55.660713655440794)
trafiktaelling.326,823,Saxtorphsvej,nordøst for Vigerslev Allé,20,100,Øvrige tællinger,200,"3,3",200,300,100,,100,100,,,,,,,,,,,20120620,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0dSaP8tGad.pdf,3.29999995,,,,,,POINT (12.500167478573639 55.661242795498666)
trafiktaelling.327,824,Panumsvej,øst for Mansasvej,27,100,Øvrige tællinger,200,"2,9",200,300,300,,300,400,,,,,,,,,,,20120620,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Ddbsr7EpPq.pdf,2.9000001,,,,,,POINT (12.50056448894979 55.66182821119329)
trafiktaelling.328,825,Hyltebjerg Allé,øst for Ålekistevej,26,100,Øvrige tællinger,1242,"1,7",1500,1600,2928,,3000,3600,,,,,,,,,,,20140521,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pWatGok9Nj.pdf,1.70000005,,,,,,POINT (12.484568131267226 55.68269904175586)
trafiktaelling.329,826,Linde Allé,øst for Ålekistevej,56,100,Øvrige tællinger,900,"2,9",1100,1200,500,"3,3",500,600,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5g8cMdGG8j.pdf,2.9000001,3.29999995,,,,,POINT (12.485114263176717 55.68126967762875)
trafiktaelling.330,827,Bangsbovej,sydøst for Vanløse Allé,22,100,Øvrige tællinger,300,0,400,400,200,,200,200,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QDIqm33JDX.pdf,0,,,,,,POINT (12.497858856214046 55.68924899229017)
trafiktaelling.331,828,Randbølvej,sydøst for Vanløse Allé,26,100,Øvrige tællinger,900,"1,4",1100,1200,1100,,1100,1300,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5j8BBPuZId.pdf,1.39999998,,,,,,POINT (12.499499776241597 55.6898150689054)
trafiktaelling.332,829,Ådalsvej,sydøst for Vanløse Allé,21 A,100,Øvrige tællinger,300,"2,4",400,400,100,,100,100,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/WS62i9G4P8.pdf,2.4000001,,,,,,POINT (12.500695533571804 55.69030567637416)
trafiktaelling.333,830,Åbakkevej,sydøst for Vanløse Allé,15,100,Øvrige tællinger,200,"2,6",200,300,100,,100,100,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/vGGwCFav8w.pdf,2.5999999,,,,,,POINT (12.502049235105384 55.690816949910605)
trafiktaelling.334,831,Dybendalsvej,sydøst for Vanløse Allé,23,100,Øvrige tællinger,200,"2,8",200,300,100,,100,100,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ppAzrek7VU.pdf,2.79999995,,,,,,POINT (12.503339255668104 55.69136361097493)
trafiktaelling.335,832,Åløkkevej,sydøst for Vanløse Allé,27,100,Øvrige tællinger,200,"3,2",200,300,100,,100,100,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8lHqxCOjp5.pdf,3.20000005,,,,,,POINT (12.504633724834846 55.6918765489081)
trafiktaelling.336,833,Ny Carlsbergvej,vest for Haderslevgade,15,100,Øvrige tællinger,2601,"0,8",3000,3400,1754,,1800,2100,1108,1300,1300,,,,,,,1300,20171005,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bDI1TXGBFm.pdf,0.80000001,,0,,,,POINT (12.54536159590349 55.665716639223675)
trafiktaelling.337,834,Vesterbrogade (Teaterpassagen),nord for Vesterbros Torv,42,100,Øvrige tællinger,1203,"0,3",1400,1600,3469,"2,2",3600,4200,,,,,,,,,,,20141009,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/c6gDrCP77K.pdf,0.30000001,2.20000005,,,,,POINT (12.555480799845194 55.672789742293425)
trafiktaelling.338,835,Hamletsgade / Nannasgade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20100422,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pIwKCVIc6F.pdf,,,,,,,POINT (12.54496778236034 55.70135380902395)
trafiktaelling.339,836,Nannasgade / Baldersgade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090610,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yqCTPogY2t.pdf,,,,,,,POINT (12.5469246692548 55.700717922578974)
trafiktaelling.340,837,Bragesgade / Nørrebrogade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090618,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/x5rVrOsxpm.pdf,,,,,,,POINT (12.542442669762403 55.69858896203688)
trafiktaelling.341,838,Nørrebros Runddel,Krydset mellem Nørrebrogade og Jagtvej,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20151103,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ivL8mySN6l.pdf,,,,,,,POINT (12.548836758447386 55.69434471703353)
trafiktaelling.342,839,Sjællandsgade / Nørrebrogade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090506,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UdIl6RPwW3.pdf,,,,,,,POINT (12.551374315699098 55.6926592547101)
trafiktaelling.343,843,Studiestræde / Larsbjørnstræde,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20131024,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/dJsiQ8Lgp6.pdf,,,,,,,POINT (12.56928944960704 55.6785299214162)
trafiktaelling.344,844,Søtorvet,Cykelsti mod Vendersgade,1,100,Øvrige tællinger,,,,,3500,"5,1",3600,4300,,,,,,,,,,,20180913,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Trb3ceKUQa.pdf,,5.0999999,0,,,,POINT (12.565285927581062 55.68577222566224)
trafiktaelling.345,845,Ørestads Boulevard,nord for Sundby Station,25,100,Øvrige tællinger,12100,"2,9",14200,15900,2200,"1,3",2300,2700,,,,,,,,,,,20121001,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xbhjF52fPo.pdf,2.9000001,1.29999995,,,,,POINT (12.585556119632912 55.645783006066615)
trafiktaelling.346,846,Ørestads Boulevard / Islands Brygge st.,Indkørsel til parkeringsplads syd for Islands Brygge st.,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120323,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9A8duunlTY.pdf,,,,,,,POINT (12.584668605054292 55.6628507200632)
trafiktaelling.347,847,Banegårdspladsen / Vesterbrogade,sydvestlige kryds ved Vester Farimagsgade,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120206,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/q9YJVgho9p.pdf,,,,,,,POINT (12.562883961474725 55.67403059279113)
trafiktaelling.348,848,Vester Farimagsgade / Ved Vesterport,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120417,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/n4LAf1ya66.pdf,,,,,,,POINT (12.561990440940903 55.675411155326664)
trafiktaelling.349,849,Nørre Farimagsgade / Gyldenløvsgade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160623,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pXdC4MN7VF.pdf,,,,,,,POINT (12.563589689660581 55.67965561123459)
trafiktaelling.350,850,Jagtvej - Ågade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20151103,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/R6smbOwoOF.pdf,,,,,,,POINT (12.541384434638786 55.68778160397099)
trafiktaelling.351,851,Jagtvej / Borups Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20151103,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/1w3QufDJwU.pdf,,,,,,,POINT (12.542735265495475 55.68898361956357)
trafiktaelling.352,852,Classensgade / Strandboulevarden,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZyujL1ki80.pdf,,,,,,,POINT (12.59049118847484 55.6988128853)
trafiktaelling.353,853,Rosenvængets Hovedvej / Strandboulevarden,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120425,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LAceWdrEWW.pdf,,,,,,,POINT (12.588469064266896 55.702055809077166)
trafiktaelling.354,854,Nordre Frihavnsgade / Strandboulevarden,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120425,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MFN2lZJBvy.pdf,,,,,,,POINT (12.587884240469826 55.703431584919485)
trafiktaelling.355,855,Århusgade / Strandboulevarden,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120424,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/tw81XydatA.pdf,,,,,,,POINT (12.586140572788693 55.706739319546124)
trafiktaelling.356,856,Vordingborggade / Strandboulevarden,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/sftn5I62wp.pdf,,,,,,,POINT (12.58550075193233 55.707986905824264)
trafiktaelling.357,857,Randersgade / Strandboulevarden,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120424,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gLDyZZMt0d.pdf,,,,,,,POINT (12.57960682183046 55.709201357559415)
trafiktaelling.358,858,Bangsbovej / Vanløse Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/73G8zDEy6p.pdf,,,,,,,POINT (12.497453600933648 55.689537077830416)
trafiktaelling.359,859,Randbølvej / Vanløse Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120530,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Csf4ATbjW2.pdf,,,,,,,POINT (12.49917324238128 55.690140975852096)
trafiktaelling.360,860,Randbølvej / Katrinedalsvej,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120430,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AlDLYGoTFH.pdf,,,,,,,POINT (12.497457280397011 55.691747266171795)
trafiktaelling.361,861,Grøndal Parkvej / Godthåbsvej,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20121030,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yaQYO1bFPC.pdf,,,,,,,POINT (12.515614105710208 55.691094314835425)
trafiktaelling.362,862,Ved Mønten / Amagerfælledvej,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20121010,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/HXIrE4MhaG.pdf,,,,,,,POINT (12.595344186070474 55.6674569312642)
trafiktaelling.363,863,Tankstation ved Enghave St,Indkørsler til tankstation på hjørnet af Enghavevej og Sønder Boulevard,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120222,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/2kZAuLfoby.pdf,,,,,,,POINT (12.5413902635908 55.663366361776795)
trafiktaelling.364,864,H. C. Andersens Boulevard / Vesterbrogade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120524,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/XseczXSxkI.pdf,,,,,,,POINT (12.567913081604097 55.67578242062304)
trafiktaelling.365,865,Artillerivej / Ved Slusen,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120621,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/4QofGzt0Ya.pdf,,,,,,,POINT (12.563784142634939 55.641846760542876)
trafiktaelling.366,866,Vigerslevvej / Folehaven,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160906,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YDZpXEg7QT.pdf,,,,,,,POINT (12.48835411088981 55.65274399871426)
trafiktaelling.367,867,Folehaven / Sønderkær,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120621,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/uEMOlirSUR.pdf,,,,,,,POINT (12.486673286114975 55.652705597321166)
trafiktaelling.368,868,Borgervænget / Bellmansgade,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20110823,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5inY9pBbIE.pdf,,,,,,,POINT (12.573245567371654 55.71666138704494)
trafiktaelling.369,869,Øster Allé / Edel Sauntes Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20110825,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yxuiJYupgl.pdf,,,,,,,POINT (12.565939397903227 55.70475475905165)
trafiktaelling.370,870,Øster Allé / Per Henrik Lings Allé,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20110825,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ubQ7afI1n3.pdf,,,,,,,POINT (12.569954127523399 55.70264046260358)
trafiktaelling.372,872,Dybbølsbro / Kalvebod Brygge,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20110927,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TDklQhQZal.pdf,,,,,,,POINT (12.561405909035706 55.6632500042144)
trafiktaelling.373,873,Arresøgade,øst for Refsnæsgade,9,100,Øvrige tællinger,300,"2,6",400,400,400,,400,500,,,,,,,,,,,20111010,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/7AZa0G7qXd.pdf,2.5999999,,,,,,POINT (12.556191146906142 55.697186644663866)
trafiktaelling.374,874,Faksegade,nord for Rosenvængets Allé,6,100,Øvrige tællinger,600,"2,7",700,800,500,,500,600,,,,,,,,,,,20110112,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UF2qXqiaq9.pdf,2.70000005,,,,,,POINT (12.581020593388711 55.69963534468381)
trafiktaelling.375,875,Islands Brygge,nordøst for Njalsgade,17,100,Øvrige tællinger,4600,"2,5",5400,6000,,,,,,,,,,,,,,,20111117,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/v55UVolnGp.pdf,2.5,,,,,,POINT (12.577631098448036 55.66748399218607)
trafiktaelling.376,876,Strandboulevarden,vest for Svendborggade,132,100,Øvrige tællinger,14016,"5,2",16400,18400,4384,"1,7",4500,5300,,,,,,,,,,,20170905,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/c8Rjpl2eL5.pdf,5.19999981,1.70000005,434,,,,POINT (12.582833204107986 55.70919162374548)
trafiktaelling.377,877,Tuborgvej,vest for Strandvejen,7,100,Øvrige tællinger,13876,"3,1",16200,18200,2560,"2,9",2600,3100,,,,,,,,,,,20180503,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/didZZ5eGnc.pdf,3.0999999,2.9000001,267,,,,POINT (12.57503118345728 55.72672150608358)
trafiktaelling.378,878,Grøndalsvænge Allé,nordøst for Godthåbsvej,72,100,Øvrige tællinger,500,"0,8",600,700,1400,,1400,1700,,,,,,,,,,,20101117,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/DsRxGQgBfv.pdf,0.80000001,,,,,,POINT (12.516238823575375 55.69138984194462)
trafiktaelling.379,879,Bygrænsen / Glamsbjergvej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20101004,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/HHdEiCegtq.pdf,,,,,,,POINT (12.59585518929789 55.63795254239573)
trafiktaelling.380,880,Østbanegade / Tunnel til Kalkbrænderigade,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20101006,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/cXZlJKjRxP.pdf,,,,,,,POINT (12.59104266842719 55.70350748669557)
trafiktaelling.381,881,Gothersgade,nordvest for Adelgade,52,100,Øvrige tællinger,3400,"9,4",4000,4500,7100,"1,5",7300,8700,,,,,,,,,,,20130910,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/DSf02Vgrf7.pdf,9.39999962,1.5,,,,,POINT (12.581701777785142 55.682404156326946)
trafiktaelling.382,882,Jagtvej,sydvest for Ydunsgade,137,100,Øvrige tællinger,16814,"3,1",19700,22000,14127,"1,9",14600,17200,,,,,,,,,,,20180912,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/XBvjTGcnx9.pdf,3.0999999,1.89999998,249,,,,POINT (12.553231789688152 55.69825734515751)
trafiktaelling.383,883,H.C. Andersens Boulevard,sydøst for Bag Rådhuset,23,100,Øvrige tællinger,47113,"3,9",55100,61700,20203,"1,7",20800,24600,,,,,,,,,,,20180911,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/7Xv0zcn55C.pdf,3.9000001,1.70000005,1072,,,,POINT (12.570965051983404 55.67421924045831)
trafiktaelling.384,884,Cykelrute,øst for Artillerivej,,100,Øvrige tællinger,,,,,3784,"1,7",3900,4600,147,200,200,,,,,,,200,20180515,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hAOgqhZhmD.pdf,,1.70000005,0,,,,POINT (12.564870642192172 55.64191001304144)
trafiktaelling.385,885,Cykelruten ved Sjællandsbroen / Ved Slusen,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090917,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/4smvX9tSER.pdf,,,,,,,POINT (12.555083998905646 55.64205058191257)
trafiktaelling.386,886,Sluseholmen / Sjællandsbroen,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090917,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xQ3GiVZuPW.pdf,,,,,,,POINT (12.545439647175591 55.64367121155379)
trafiktaelling.387,887,Carl Jacobsens Vej / Trekronergade,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090526,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/eI65aQuEmR.pdf,,,,,,,POINT (12.520437218398612 55.65292316269098)
trafiktaelling.388,888,Ellebjergvej / Sjælør Boulevard,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090101,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Xg4xDjkg3Q.pdf,,,,,,,POINT (12.527975276456681 55.65017244686415)
trafiktaelling.389,889,Folehaven / Gammel Køge Landevej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160830,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/p5cPBEssw9.pdf,,,,,,,POINT (12.50782245541318 55.6506502353536)
trafiktaelling.390,890,Folehaven / Retortvej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090101,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/3GlijQTGTq.pdf,,,,,,,POINT (12.503032566431292 55.651084201856655)
trafiktaelling.391,891,Grøndals Parkvej / Jernbane Allé,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160907,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/uf31fcznQn.pdf,,,,,,,POINT (12.493567034277987 55.68387902161854)
trafiktaelling.392,892,Grøndals Parkvej / Flintholm st,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090318,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gznv1IZR9c.pdf,,,,,,,POINT (12.498681754801217 55.68638406258022)
trafiktaelling.393,893,Grøndals Parkvej / C. F. Richs Vej,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5y7eAZJJ0k.pdf,,,,,,,POINT (12.501156357385787 55.68793831477933)
trafiktaelling.394,894,Jernbane Allé / Jydeholmen,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090305,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CMyBIGxxnO.pdf,,,,,,,POINT (12.491266887971163 55.68629463140971)
trafiktaelling.395,895,Jernbane Allé / Vanløse Allé,krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20090305,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AGidJq6dgM.pdf,,,,,,,POINT (12.489842974389125 55.68782247540488)
